player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Jaden Yates,173560,LB,OLE MISS,14,7,4.1,76.9,86.9,16.3,12.5,0,0,0,0.0,226,62.7,62.5,82.0,59.6,61.3,74.8,0,57,11.1,2,0,0,138.3,10,179,206,2,9,13,1,145,97,0.9,14.5
Kshawn Cox Jr.,173607,CB,DELAWARE,11,1,6.7,70.8,98.1,9.9,7.0,0,0,1,2.1,151,62.5,62.8,45.5,52.2,68.2,57.8,0,68,12.9,4,1,2,124.3,34,362,369,5,26,48,4,408,256,1.2,12.0
Anthony Crenshaw Jr.,173608,LB,DELAWARE,6,3,4.2,70.0,79.5,9.0,6.3,0,0,1,10.0,151,57.4,52.0,79.8,49.0,48.7,80.1,0,22,12.5,1,1,0,94.6,7,66,83,1,4,10,0,82,58,1.3,11.7
Nyair Domnie,173609,CB,DELAWARE,4,0,18.0,33.3,94.6,51.0,17.0,0,0,0,0.0,151,44.9,44.1,78.2,54.1,48.4,18.8,0,71,100.0,2,0,1,121.5,1,53,56,0,0,3,1,71,42,1.4,71.0
Hass Manning Jr.,173614,S,DELAWARE,11,1,13.3,66.7,98.6,8.1,5.4,0,0,3,12.5,151,55.9,53.0,84.7,57.8,44.7,26.6,0,48,23.1,3,3,0,115.5,16,136,138,3,9,24,1,253,63,1.9,15.8
Gavin Moul,173618,LB,DELAWARE,13,8,5.6,72.5,78.9,13.1,9.5,0,0,3,7.5,151,48.1,66.0,65.4,59.9,78.5,72.0,0,23,18.9,10,3,1,101.4,29,400,507,13,35,40,1,293,205,0.8,10.1
KT Seay,173621,S,DELAWARE,13,10,10.5,64.1,99.8,19.2,12.3,1,0,3,7.7,151,75.5,75.9,88.0,72.1,71.8,87.7,3,31,3.7,2,3,2,87.2,25,513,514,10,42,39,4,277,106,0.6,11.1
James Yelbert Jr.,173627,ED,DELAWARE,13,0,,,0.5,,,0,0,0,,151,60.0,55.0,10.2,61.5,53.1,59.5,0,,100.0,3,0,3,0.0,0,1,185,3,0,0,0,0,0,0.0,
John Curry,173634,CB,TEXAS TECH,14,7,3.3,74.1,89.1,9.9,7.3,0,0,2,3.7,315,83.2,80.9,89.4,58.7,82.6,81.4,0,24,11.6,5,1,0,97.8,40,416,467,16,31,54,2,281,191,0.7,7.0
Chapman Lewis,173640,S,TEXAS TECH,2,0,24.0,0.0,100.0,,2.0,0,0,0,0.0,315,47.7,42.2,67.3,,60.0,,0,,,0,0,0,39.6,0,2,2,0,0,1,0,0,0,0.0,
Ansel Nedore,173643,ED,TEXAS TECH,11,0,,,2.2,,,0,0,0,,315,60.0,65.1,79.3,65.8,60.2,74.8,0,,,0,0,0,0.0,0,1,45,1,0,0,0,0,0,0.0,
Marcus Ramon-Edwards,173644,CB,TEXAS TECH,3,0,,,66.7,,,0,0,0,,315,62.1,62.4,64.1,60.0,60.0,,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Braylon Rigsby,173645,DI,TEXAS TECH,11,1,,,1.2,,,0,0,0,,315,61.1,73.2,79.6,70.5,69.0,77.6,0,,33.3,1,0,0,0.0,0,1,85,1,1,0,0,0,0,0.0,
Jordan Sanford,173646,S,CAL,8,0,5.4,100.0,95.5,12.0,12.0,0,0,0,0.0,130,59.7,56.8,79.0,57.4,51.4,38.5,0,12,20.0,1,0,0,96.7,5,63,66,2,4,5,0,36,9,0.6,7.2
Dylan Spencer,173649,ED,TEXAS TECH,3,0,6.0,100.0,18.2,4.0,4.0,0,0,0,0.0,315,60.8,58.1,78.7,54.1,61.7,75.2,0,6,,0,0,0,91.7,1,4,22,0,0,1,0,6,0,1.5,6.0
Marquez Stevenson,173650,CB,TEXAS TECH,3,0,5.0,100.0,100.0,4.0,4.0,0,0,0,0.0,315,56.2,56.3,73.0,,60.0,74.2,0,11,0.0,0,0,0,112.5,1,4,4,0,1,1,0,11,6,2.8,11.0
Kadarius Miller,173676,DI,LA LAFAYET,13,0,,,0.9,,,0,0,0,,207,60.1,65.7,86.9,73.2,57.8,41.3,0,,50.0,1,0,0,0.0,0,2,232,1,1,0,0,0,0,0.0,
Adepoju Adebawore,173683,ED,OKLAHOMA,13,2,5.0,50.0,16.5,13.0,6.5,0,0,0,0.0,261,52.5,63.9,56.5,62.6,68.7,48.9,0,12,40.0,2,0,1,63.5,2,27,164,2,1,4,0,19,15,0.7,9.5
Peyton Bowen,173687,S,OKLAHOMA,13,4,8.4,75.8,98.8,14.8,11.2,0,1,6,18.2,261,76.8,78.6,88.4,76.4,77.3,72.1,2,54,12.5,4,6,0,126.0,25,396,401,10,24,33,5,368,165,1.0,14.7
Lewis Carter,173689,LB,UCF,11,12,3.8,81.6,87.0,9.2,7.5,0,1,2,5.3,323,68.0,75.9,49.9,72.4,75.9,74.7,0,46,10.3,4,2,1,123.7,31,302,347,11,23,38,3,280,180,1.0,9.0
Kendel Dolby,173694,S,OKLAHOMA,4,1,4.5,83.3,84.4,7.2,6.0,0,0,0,0.0,261,62.7,64.2,77.9,62.5,65.4,83.4,0,12,0.0,0,0,0,136.1,5,38,45,3,5,6,1,43,20,1.2,8.6
Taylor Heim,173699,LB,OKLAHOMA,3,1,9.0,100.0,72.7,16.0,16.0,0,0,0,0.0,261,58.0,70.4,72.8,68.0,79.2,66.1,0,10,33.3,2,0,0,108.3,1,16,22,1,3,1,0,10,1,0.6,10.0
Jacobe Johnson,173703,CB,OKLAHOMA,10,0,19.6,46.2,100.0,17.5,8.1,0,0,1,7.7,261,71.2,70.6,80.2,60.0,57.5,31.9,2,24,33.3,3,0,1,25.6,6,111,111,2,6,13,0,77,24,0.7,12.8
Daeh McCullough,173707,S,LOUISVILLE,1,0,,,100.0,,,0,0,0,,210,64.2,61.0,73.1,,56.2,27.0,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Sammy Omosigho,173714,LB,OKLAHOMA,13,0,3.9,65.0,74.6,9.5,6.2,0,0,1,5.0,261,57.0,72.1,27.9,67.7,86.6,90.1,0,25,5.9,1,1,1,81.0,13,129,173,11,16,20,0,119,86,1.0,9.2
Makari Vickers,173721,CB,COLORADO,8,0,15.4,46.7,98.0,13.0,6.1,0,0,2,13.3,143,55.2,55.8,81.5,57.1,57.7,62.8,0,54,0.0,0,1,1,125.0,7,99,101,3,7,15,2,160,47,1.8,22.9
Jasiah Wagoner,173722,S,CAL,13,1,10.4,64.7,91.5,9.9,6.4,0,0,3,8.8,130,62.8,63.1,32.7,65.4,63.6,60.0,0,44,19.0,4,0,1,96.6,22,227,248,5,16,34,1,251,89,1.2,11.4
Taylor Wein,173723,ED,OKLAHOMA,13,1,2.0,66.7,13.2,17.0,11.3,0,0,0,0.0,261,73.0,78.0,87.2,75.4,70.9,64.5,1,4,22.2,2,0,0,30.6,2,39,295,9,6,3,0,3,4,0.1,1.5
Nikko Taylor,173735,ED,OREGON ST,11,2,3.6,70.0,23.5,6.6,4.6,0,0,1,10.0,265,52.8,64.3,88.4,72.3,58.9,60.2,0,30,25.0,2,1,0,115.0,7,48,204,3,4,10,1,51,31,1.1,7.3
Travis Bates,173739,ED,KANSAS ST,12,1,,,1.0,,,1,0,0,,199,63.9,69.9,62.7,66.6,68.6,66.4,0,,25.0,1,0,1,0.0,0,2,203,4,2,0,0,0,0,0.0,
Garrett Hawkins,173754,LB,UTEP,3,1,0.0,66.7,81.6,15.0,10.0,0,0,0,0.0,330,65.4,56.3,75.1,53.5,49.3,46.5,0,8,33.3,1,0,0,74.3,2,31,38,1,1,3,0,12,18,0.4,6.0
Jevon McIver Jr.,173761,CB,TCU,12,0,11.5,66.7,99.4,10.2,6.8,0,0,2,8.3,305,59.2,59.3,83.2,60.0,58.1,63.1,0,29,11.8,2,2,2,114.8,16,177,178,4,15,24,2,169,49,1.0,10.6
Jaden McKinney,173762,DI,SO MISS,13,1,,,1.2,,,0,0,0,,296,61.6,74.7,54.9,66.1,77.4,57.9,0,,0.0,0,0,1,0.0,0,2,163,4,3,0,0,0,0,0.0,
Five Hamilton,173787,CB,KENNESAW,13,6,6.1,60.7,97.9,15.3,9.3,0,1,2,7.1,200,82.1,77.4,0.0,56.6,63.3,60.3,1,23,14.8,4,2,2,70.5,17,282,288,6,17,28,1,140,123,0.5,8.2
Isaac Paul,173799,S,KENNESAW,13,4,7.0,74.1,99.0,18.5,13.7,0,0,1,3.7,200,68.0,62.3,53.4,55.0,52.5,54.1,1,31,11.1,4,1,1,113.2,20,406,410,9,28,27,3,180,95,0.5,9.0
JeRico Washington Jr.,173807,CB,KENNESAW,14,3,12.1,54.1,99.3,14.7,8.0,1,1,13,21.3,200,78.7,78.9,86.9,61.9,72.5,59.1,0,43,15.4,6,11,6,97.0,33,533,537,8,30,61,3,489,163,1.0,14.8
Jackson Adams,173842,ED,AIR FORCE,12,1,,,0.9,,,0,0,0,,101,57.1,63.9,63.6,67.7,58.2,52.7,0,,50.0,2,0,1,0.0,0,2,225,3,1,0,0,0,0,0.0,
Levi Brown,173846,CB,AIR FORCE,7,1,14.1,75.0,99.4,14.3,10.7,0,0,1,6.3,101,65.1,65.4,81.6,60.0,64.1,62.3,1,54,12.0,3,1,1,111.5,12,180,181,2,21,16,1,200,81,1.2,16.7
Chances Carter-Hill,173851,ED,AIR FORCE,1,0,,,50.0,,,0,0,0,,101,60.3,69.2,76.1,57.9,69.9,73.0,0,,,0,0,0,0.0,0,2,4,0,0,0,0,0,0,0.0,
Daniel Grobe,173866,ED,AIR FORCE,10,0,,,0.6,,,0,0,0,,101,63.2,70.2,57.8,62.7,72.7,61.8,0,,0.0,0,0,1,0.0,0,1,157,1,2,0,0,0,0,0.0,
Micheal Garner,173927,ED,WISCONSIN,6,0,,,11.8,,,0,0,0,,349,60.6,53.8,77.1,57.3,52.1,32.9,0,,100.0,1,0,0,0.0,0,2,17,0,0,0,0,0,0,0.0,
Omar Ibrahim,173951,CB,TEMPLE,1,0,,,100.0,,,0,0,0,,306,61.6,58.9,70.3,,55.9,40.1,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Kanye Clark,173969,S,UCLA,8,1,5.9,87.5,96.2,6.9,6.1,1,0,2,12.5,324,65.5,64.1,82.0,55.4,59.5,51.5,0,32,16.7,2,2,2,149.5,14,101,105,3,9,16,2,166,99,1.7,11.9
Ty Lee,173978,LB,UCLA,1,0,,,100.0,,,0,0,0,,324,60.0,61.0,64.5,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Donavyn Pellot,173985,LB,UCLA,9,2,5.8,80.0,78.0,23.5,18.8,0,0,0,0.0,324,55.0,56.1,81.5,48.9,65.1,52.8,0,41,20.0,2,0,0,118.8,4,99,127,1,6,5,0,98,66,1.0,24.5
Carter Davis,174003,S,BOSTON COL,12,5,12.8,65.4,98.8,17.6,11.5,0,0,2,7.7,121,43.9,52.5,86.5,69.3,70.6,78.2,0,51,10.3,3,1,2,137.8,17,319,323,5,21,26,4,260,113,0.9,15.3
Josiah Griffin,174004,ED,BOSTON COL,6,0,,,6.3,,,0,0,0,,121,60.2,81.4,77.8,80.9,67.7,75.5,1,,,0,0,0,0.0,0,2,32,0,0,0,0,0,0,0.0,
KP Price,174005,S,BOSTON COL,12,7,7.8,84.8,91.4,12.5,10.6,0,1,1,3.0,121,65.2,63.1,86.3,42.1,64.7,71.5,2,69,16.2,6,1,1,110.9,28,373,408,8,24,33,2,390,231,1.1,13.9
Jackie Johnson III,174013,ED,HAWAII,13,0,,,1.9,,,1,0,0,,180,53.2,76.4,22.6,82.0,69.6,44.5,0,,85.7,6,0,3,0.0,0,5,257,5,1,0,0,0,0,0.0,
Lesterlaisene Lagafuaina,174015,ED,HAWAII,13,1,2.0,60.0,17.6,16.7,10.0,1,0,0,0.0,180,61.1,64.2,69.4,59.1,68.4,65.7,0,19,12.5,1,0,1,88.8,3,51,290,7,6,5,0,44,33,0.9,14.7
Makana Meyer,174017,CB,HAWAII,3,0,9.7,100.0,100.0,3.3,3.3,0,0,0,0.0,180,44.0,43.9,75.7,,52.7,34.6,0,23,33.3,1,0,0,118.8,3,11,11,0,2,3,0,41,12,4.1,13.7
Jojo Hayden,174026,LB,ILLINOIS,12,2,5.0,76.0,89.0,7.4,5.6,0,0,0,0.0,187,50.3,60.9,83.5,63.4,74.9,63.5,0,15,11.1,1,0,0,86.3,19,146,164,2,6,25,0,125,49,0.9,6.6
Kaleb Patterson,174031,CB,ILLINOIS,10,2,13.2,69.2,99.2,7.1,4.9,0,0,2,7.7,187,56.3,58.7,81.9,59.6,71.0,53.3,0,36,20.0,3,1,1,117.3,18,131,132,2,10,26,1,279,106,2.2,15.5
Trey Smith,174032,ED,PURDUE,12,0,7.0,0.0,19.8,,20.0,0,0,0,0.0,273,48.3,60.4,84.6,55.5,69.0,58.4,0,,50.0,2,0,0,39.6,0,21,106,3,2,1,0,0,0,0.0,
Zachary Tobe,174034,CB,GA TECH,13,0,9.9,64.7,97.5,10.2,6.6,0,0,4,11.8,176,62.3,64.1,84.1,64.4,67.8,56.5,0,39,10.5,2,2,1,112.5,22,232,238,4,17,34,2,301,130,1.3,13.7
Cam Calhoun,174037,CB,ALABAMA,4,2,18.3,66.7,100.0,5.5,3.7,0,0,1,33.3,103,70.8,60.6,0.0,,55.3,55.8,0,8,0.0,0,1,1,79.9,2,11,11,1,2,3,0,16,8,1.5,8.0
Jyaire Hill,174040,CB,MICHIGAN,13,3,11.3,52.1,98.7,14.6,7.6,0,4,7,14.6,222,76.0,77.6,86.6,69.4,75.6,45.2,1,30,26.5,9,6,3,77.6,25,389,394,9,22,48,3,230,78,0.6,9.2
Jordan Hall,174047,LB,MICH STATE,12,8,2.3,80.0,86.2,8.9,7.1,0,0,0,0.0,223,81.4,76.1,0.0,66.1,72.2,80.5,1,22,15.6,7,0,3,93.6,36,331,384,15,30,45,2,231,184,0.7,6.4
Bai Jobe,174048,ED,MIAMI OH,14,0,,,3.3,,,0,0,0,,221,61.0,59.9,15.4,66.7,55.6,68.2,0,,100.0,2,0,3,0.0,0,7,210,3,0,0,0,0,0,0.0,
Chance Rucker,174052,CB,MICH STATE,7,0,12.2,45.5,98.2,10.4,4.7,0,0,3,27.3,223,61.3,63.3,78.1,58.3,71.2,82.8,0,26,0.0,0,2,0,87.3,5,54,55,0,4,11,1,45,36,0.9,9.0
Damon Walters,174058,S,NWESTERN,3,0,-5.0,100.0,100.0,15.5,15.5,0,0,0,0.0,256,55.9,57.2,77.9,,60.4,48.2,0,26,0.0,0,0,0,116.7,2,31,31,0,1,2,0,24,34,0.8,12.0
Blesyng Alualu-Tuiolemotu,174061,LB,UNLV,13,6,1.2,90.9,83.3,11.1,10.0,0,0,2,9.1,325,66.4,63.3,48.3,52.6,63.3,51.7,0,36,3.8,1,2,1,150.9,20,234,281,9,19,22,3,236,224,1.1,11.8
Thomas Anderson,174062,CB,MO STATE,13,1,11.4,64.5,99.5,8.3,5.3,1,2,8,10.5,230,63.3,63.2,53.7,56.9,62.9,72.3,1,36,10.7,6,4,6,88.2,49,433,435,10,49,76,2,531,141,1.3,10.8
DeAngelo Irvin Jr.,174074,WR,UNLV,2,0,,,100.0,,,0,0,0,,325,63.0,65.0,60.0,,,,0,,,0,0,2,0.0,0,2,2,0,0,0,0,0,0,0.0,
Cameren Jenkins,174076,S,BAYLOR,2,0,,,100.0,,,0,0,0,,118,62.6,65.0,73.8,,65.5,74.8,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Nnanna Anyanwu,174086,ED,UTSA,11,1,2.4,85.7,30.4,7.7,6.6,0,0,0,0.0,331,50.5,63.4,25.8,73.3,63.5,71.8,0,31,33.3,3,0,2,105.4,6,51,168,10,5,7,0,65,65,1.4,10.8
Jakevian Rodgers,174107,CB,UTSA,10,3,13.1,63.0,100.0,9.5,6.0,0,1,4,14.8,331,61.6,63.7,83.5,,70.5,35.6,0,56,36.8,7,3,1,134.3,17,171,171,4,9,27,3,277,70,1.7,16.3
Johnny Bowens III,174114,DI,UTSA,13,0,28.0,100.0,0.7,1.0,1.0,0,0,0,0.0,331,64.9,58.0,81.9,57.6,55.1,62.3,0,33,0.0,0,0,0,118.8,1,1,143,1,1,1,0,33,5,33.0,33.0
Jaeden Moore,174116,ED,PITTSBURGH,4,1,,,3.4,,,1,0,0,,268,61.1,60.0,0.0,59.3,65.6,75.9,0,,0.0,0,0,1,0.0,0,1,29,0,0,0,0,0,0,0.0,
Jerry Mixon,174117,LB,OREGON,15,2,2.1,69.8,85.2,8.4,5.9,0,0,5,11.6,264,83.4,72.9,50.7,59.3,63.2,63.4,2,24,22.7,5,4,1,81.3,30,265,311,12,15,43,2,257,222,1.0,8.6
Teitum Tuioti,174118,ED,OREGON,15,0,2.7,71.4,11.3,8.2,5.9,0,0,0,0.0,264,61.3,83.8,78.7,82.7,80.0,81.2,0,17,28.6,2,0,1,90.2,5,42,371,12,5,7,0,48,38,1.2,9.6
Will Straton,174119,LB,OREGON,3,0,,,100.0,,,0,0,0,,264,64.2,54.7,71.7,72.6,45.5,39.4,0,,0.0,0,0,0,0.0,0,5,5,1,1,0,0,0,0,0.0,
Kodi DeCambra,174120,S,UNLV,3,0,3.5,100.0,88.9,3.0,3.0,0,0,0,0.0,325,72.9,63.6,72.0,60.0,60.0,77.8,0,5,0.0,0,0,0,81.3,2,8,9,2,2,2,0,7,0,1.2,3.5
Solomon Davis,174121,S,OREGON,3,0,-2.0,100.0,100.0,14.0,14.0,0,0,0,0.0,264,60.2,67.7,75.0,77.0,66.6,54.1,0,6,50.0,1,0,0,91.7,1,15,15,0,1,1,0,6,8,0.4,6.0
Cole Martin,174122,S,UCLA,12,2,9.1,76.5,96.8,13.2,10.1,1,0,4,11.8,324,59.4,60.6,86.9,49.8,62.8,50.2,1,42,23.5,8,3,2,113.8,26,368,380,7,24,34,3,252,99,0.7,9.7
Tyler Turner,174123,S,BAYLOR,12,4,12.3,81.8,100.0,18.0,14.7,0,0,2,18.2,118,67.1,64.4,13.4,,60.8,58.5,0,19,10.0,2,2,1,130.1,9,168,168,3,14,11,2,63,15,0.4,7.0
Matayo Uiagalelei,174124,ED,OREGON,15,2,1.0,100.0,2.8,5.5,5.5,0,0,1,50.0,264,63.3,82.2,89.1,82.7,73.8,36.5,0,9,61.5,8,1,1,97.9,2,11,394,9,3,2,0,15,13,1.4,7.5
Holden Trice,174145,LB,GA SOUTHRN,7,0,3.7,66.7,83.1,23.5,15.7,0,0,1,33.3,174,59.6,63.0,80.7,67.7,62.1,60.4,0,15,50.0,1,1,0,81.3,2,49,59,1,1,3,0,17,21,0.4,8.5
Derrick Maxey III,174146,S,GA STATE,7,3,7.7,61.1,99.3,11.7,7.2,0,0,4,22.2,175,61.1,58.3,6.3,60.0,54.8,53.8,0,35,14.3,2,4,2,120.6,11,140,141,2,9,18,2,132,119,1.0,12.0
Ayden Jackson,174147,S,GA SOUTHRN,13,5,14.1,45.8,94.3,30.2,13.8,0,2,5,20.8,174,67.8,61.6,0.0,59.1,58.8,65.4,3,62,11.1,3,2,5,62.3,11,350,371,6,19,24,2,195,96,0.6,17.7
Jamorri Colson,174155,CB,WASH STATE,13,3,11.8,44.8,99.6,19.7,8.8,1,1,3,10.3,341,71.7,71.9,84.8,58.1,68.8,45.5,0,37,30.0,6,2,4,52.2,13,270,271,6,11,29,0,89,53,0.3,6.8
Kapena Gushiken,174157,S,OLE MISS,15,1,10.7,59.2,98.1,15.0,8.9,0,0,5,10.2,226,68.9,71.9,89.5,57.4,77.5,71.0,1,47,13.5,5,3,3,80.7,29,471,480,6,31,49,1,364,223,0.8,12.6
Johnathan Hall,174160,LB,UTAH,13,0,3.6,78.3,67.8,11.4,9.0,0,1,3,13.0,328,56.2,70.1,57.4,75.4,70.5,70.3,1,32,17.6,3,2,1,92.6,18,219,323,11,14,23,1,163,122,0.8,9.1
Stephen Hall,174161,CB,MISSOURI,13,1,14.7,60.0,99.7,15.0,9.0,1,0,2,6.7,229,51.1,51.9,2.4,60.0,63.7,74.3,0,43,5.9,1,2,7,103.7,18,290,291,1,15,30,1,292,54,1.1,16.2
Carlos Hernandez,174167,WR,WAKE,1,0,,,100.0,,,0,0,0,,339,60.0,64.5,60.0,,61.6,70.3,0,,,0,0,6,0.0,0,1,1,0,0,0,0,0,0,0.0,
Wyatt Gedeon,174169,LB,COAST CAR,4,0,5.4,80.0,73.1,9.3,7.4,0,0,0,0.0,141,68.9,71.8,82.8,53.0,75.6,60.4,0,15,14.3,1,0,0,96.7,4,38,52,2,6,5,0,36,21,1.0,9.0
Sam Greene,174171,ED,KENTUCKY,9,0,1.8,83.3,28.2,9.6,8.0,0,0,0,0.0,202,61.6,75.8,88.6,70.6,78.6,72.1,0,25,16.7,1,0,0,109.7,5,48,170,4,5,6,0,62,55,1.3,12.4
Christian Pierce,174174,S,USC,13,5,3.4,65.0,95.0,24.7,16.1,1,1,2,10.0,326,73.0,66.2,12.1,60.7,56.6,48.7,1,11,16.1,5,2,2,64.6,13,341,359,9,21,20,1,60,60,0.2,4.6
Tackett Curtis,174184,LB,WISCONSIN,9,4,2.5,84.2,88.0,9.7,8.2,0,0,0,0.0,349,47.2,63.3,81.3,63.8,78.4,61.7,0,20,21.4,3,0,0,97.8,16,162,184,5,7,19,0,142,121,0.9,8.9
Troy Pikes,174194,DI,S CAROLINA,11,1,,,1.3,,,0,0,0,,289,63.5,68.8,47.2,64.8,68.3,48.1,0,,20.0,1,0,1,0.0,0,2,153,3,3,0,0,0,0,0.0,
Kebba Secka,174196,ED,GA SOUTHRN,13,0,,,0.8,,,1,0,0,,174,55.2,50.8,45.4,58.4,47.4,28.2,0,,100.0,4,0,2,0.0,0,2,241,1,0,0,0,0,0,0.0,
Owen Chambliss,174198,LB,S DIEGO ST,13,4,3.1,67.5,89.4,13.6,9.2,0,0,4,10.0,284,85.2,85.5,86.2,76.0,81.4,83.0,1,32,5.6,2,4,0,76.4,27,386,432,21,30,40,1,193,122,0.5,7.1
Jordan Castell,174237,S,FLORIDA,10,6,11.7,83.3,98.1,14.5,12.0,0,0,0,0.0,163,46.4,55.3,46.8,74.1,71.5,74.1,2,67,11.1,3,0,1,97.9,20,302,308,2,18,24,1,331,171,1.1,16.6
Kelby Collins,174238,DI,ALABAMA,13,1,,,3.3,,,0,0,0,,103,57.3,70.1,80.3,59.7,78.4,57.2,0,,33.3,1,0,0,0.0,0,3,91,2,1,0,0,0,0,0.0,
Sharif Denson,174240,S,FLORIDA,12,1,5.0,90.6,87.1,7.5,6.8,1,0,0,0.0,163,53.1,60.4,47.1,58.7,77.6,78.2,0,42,11.1,3,0,3,116.8,29,229,263,6,23,32,1,305,183,1.4,10.5
Aaron Gates,174242,S,FLORIDA,4,0,10.3,62.5,95.2,7.6,4.8,0,0,0,0.0,163,53.6,58.5,79.7,56.9,72.9,82.3,0,18,0.0,0,0,0,84.4,5,40,42,0,3,8,0,58,26,1.5,11.6
Ja'Keem Jackson,174247,CB,LSU,8,1,5.8,66.7,98.1,12.8,8.5,0,0,2,33.3,211,74.5,75.0,78.0,55.8,71.3,42.0,0,19,33.3,3,0,1,76.4,4,53,54,5,5,6,0,27,22,0.5,6.8
Kamran James,174249,ED,FLORIDA,12,2,6.5,100.0,10.8,10.5,10.5,0,0,0,0.0,163,61.1,68.3,86.4,62.0,69.7,71.9,0,22,12.5,1,0,0,118.8,2,21,195,8,5,2,0,28,15,1.3,14.0
Dijon Johnson,174251,CB,FLORIDA,4,0,9.0,55.6,98.7,14.2,7.9,0,0,1,11.1,163,68.5,69.0,79.8,58.3,67.9,84.3,1,66,0.0,0,1,1,88.0,5,74,75,2,6,9,1,91,54,1.3,18.2
Jaden Robinson,174260,LB,FLORIDA,12,2,3.0,84.0,78.5,9.3,7.8,0,0,2,8.0,163,48.3,54.0,84.7,63.4,56.6,59.4,0,29,16.7,3,2,1,100.5,21,205,261,9,13,25,0,203,163,1.0,9.7
Bryce Thornton,174266,S,FLORIDA,11,4,9.8,58.6,94.3,18.7,11.0,0,0,7,24.1,163,74.9,78.3,87.8,88.9,73.9,80.2,1,42,9.8,4,6,0,74.9,17,332,352,12,33,29,1,187,104,0.6,11.0
Ike Esonwune,174287,LB,OKLA STATE,11,3,1.1,91.7,71.6,10.1,9.3,0,1,1,8.3,262,59.4,55.5,85.6,45.3,57.5,50.0,0,26,41.7,5,1,0,128.8,11,121,169,3,4,12,1,99,89,0.9,9.0
Kam Franklin,174290,S,LA TECH,11,0,6.0,75.0,99.1,12.0,9.0,0,0,2,16.7,208,67.4,65.1,81.0,59.7,57.5,39.7,1,28,26.7,4,2,0,62.8,9,115,116,1,11,12,0,95,39,0.9,10.6
Iman Oates,174301,DI,OKLA STATE,12,0,,,1.5,,,1,0,0,,262,55.7,56.2,25.6,56.4,60.5,81.2,0,,,0,0,2,0.0,0,2,137,0,0,0,0,0,0,0.0,
Dylan Smith,174309,S,OKLA STATE,4,3,16.6,72.7,99.2,14.3,10.4,0,0,0,0.0,262,56.0,54.7,83.4,60.0,51.9,48.1,0,73,0.0,0,0,1,154.4,8,119,120,0,7,11,4,160,51,1.4,20.0
Poasa Utu,174312,ED,OKLA STATE,7,1,,,27.6,,,0,0,0,,262,63.6,67.2,80.4,58.9,70.6,77.7,0,,0.0,0,0,0,0.0,0,8,29,1,0,0,0,0,0,0.0,
Lardarius Webb Jr.,174314,CB,WAKE,13,7,11.6,56.0,99.7,12.2,6.8,0,0,10,20.0,339,76.8,77.7,85.1,69.3,73.0,82.6,0,66,2.8,1,6,4,82.8,28,358,359,9,28,50,1,328,102,1.0,11.7
Tywon Wray Jr.,174316,S,S ALABAMA,1,0,,,100.0,,,0,0,0,,288,60.0,60.0,65.2,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Judge Collier,174319,CB,S CAROLINA,9,1,11.2,66.7,98.2,9.7,6.4,0,1,1,3.3,289,55.7,56.1,83.5,49.8,60.1,72.4,0,27,8.7,2,0,3,108.1,20,213,217,3,20,30,2,203,68,1.1,10.2
Elijah Davis,174321,ED,TROY,14,1,,,1.9,,,1,0,0,,318,67.7,75.8,2.4,77.6,74.8,70.9,0,,22.2,2,0,6,0.0,0,5,266,8,6,0,0,0,0,0.0,
Grayson Howard,174322,LB,FLORIDA,3,1,1.0,100.0,94.7,8.5,8.5,0,0,0,0.0,163,57.9,62.0,76.3,59.2,66.9,79.8,0,17,0.0,0,0,0,114.6,2,18,19,0,2,2,0,23,21,1.4,11.5
Jalon Kilgore,174323,CB,S CAROLINA,11,6,9.5,52.3,97.4,10.4,5.5,0,1,11,16.9,289,65.3,69.7,54.8,75.6,80.6,74.8,2,43,12.2,5,9,3,68.1,34,380,390,7,30,65,2,390,244,1.1,11.5
Desmond Umeozulu,174327,ED,S CAROLINA,12,0,,,4.7,,,0,0,0,,289,59.9,64.9,86.5,59.7,66.6,78.4,0,,50.0,2,0,0,0.0,0,8,169,1,2,0,0,0,0,0.0,
Rion Roseborough,174337,DI,E CAROLINA,13,0,,,0.5,,,0,0,0,,156,60.9,61.0,83.4,56.5,62.9,44.0,0,,0.0,0,0,0,0.0,0,1,217,3,2,0,0,0,0,0.0,
