player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malik Muhammad,173165,CB,TEXAS,11,366,0,311,0,11.6,36.4,99.0,23.3,8.5,0,1,9.1,61.9,0,11,25.0,1,1,44.9,4,99,27.0,100,1,3,11,0,31,0,0.3,7.8,0,0,6.8,70.8,98.8,14.4,10.2,0,1,4.2,70.9,2,30,17.4,4,1,64.1,17,251,68.6,254,10,19,24,1,137,87,0.6,8.1
Colton Vasek,173168,ED,TEXAS,11,5,0,311,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,0,0,0,0,0,0,,,0,1,,,8.2,,,0,0,,64.1,0,,0.0,0,0,0.0,0,5,100.0,61,0,1,0,0,0,0,0.0,
Ben Cutter,173173,LB,W VIRGINIA,12,127,0,343,0,9.0,0.0,53.6,,14.0,0,0,0.0,91.8,1,,,0,0,0.0,0,15,11.8,28,0,0,1,0,0,0,0.0,,0,2,3.6,81.8,75.4,9.1,7.5,0,0,0.0,80.6,1,13,0.0,0,0,43.6,9,86,67.7,114,6,10,11,0,39,29,0.5,4.3
James Heard,173179,LB,SYRACUSE,11,56,0,304,0,,,63.2,,,0,0,,41.5,0,,100.0,1,0,0.0,0,12,21.4,19,0,0,0,0,0,0,0.0,,0,0,1.0,71.4,86.7,7.4,5.3,0,0,0.0,55.1,0,19,25.0,1,0,84.2,5,39,69.6,45,1,3,7,0,38,35,1.0,7.6
Josiah Trotter,173191,LB,MISSOURI,12,245,0,229,2,9.7,100.0,71.2,16.0,16.0,0,0,0.0,64.8,0,32,0.0,0,0,118.8,3,52,21.2,73,1,3,3,0,41,12,0.9,13.7,0,3,4.1,82.8,83.8,6.6,5.5,0,0,0.0,40.8,0,23,14.3,3,0,96.1,24,166,67.8,198,7,15,29,0,205,109,1.3,8.5
Chavez Brown,173197,LB,USF,3,8,0,327,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,,,83.3,,,0,0,,52.5,0,,0.0,0,0,0.0,0,5,62.5,6,1,1,0,0,0,0,0.0,
Harrison Dempsey,173200,S,N TEXAS,1,1,0,251,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,6,,0,0,91.7,1,1,100.0,1,0,0,1,0,6,5,6.0,6.0
Evan Jackson,173204,S,N TEXAS,14,253,0,251,0,6.5,66.7,100.0,21.0,14.0,1,1,16.7,64.0,1,17,20.0,1,1,77.1,4,90,35.6,90,1,4,6,1,28,16,0.3,7.0,0,2,5.4,81.8,96.0,12.9,10.5,0,0,0.0,64.6,1,34,9.1,1,0,103.4,9,121,47.8,126,5,8,11,1,117,82,1.0,13.0
Kollin Lewis,173206,CB,N TEXAS,13,222,0,251,0,15.2,60.0,98.6,22.3,13.4,0,0,0.0,62.8,0,14,0.0,0,0,117.5,3,72,32.4,73,1,2,5,1,31,1,0.5,10.3,0,0,11.8,33.3,100.0,27.8,9.3,0,1,8.3,75.7,1,21,0.0,0,1,7.6,4,119,53.6,119,1,7,12,0,35,19,0.3,8.8
Brian Nelson II,173211,CB,NC STATE,13,376,0,248,0,12.5,58.8,100.0,9.2,5.4,0,3,17.6,69.6,0,14,12.5,1,2,89.8,10,101,26.9,101,2,7,17,1,78,27,0.8,7.8,0,4,15.4,71.0,100.0,10.6,7.5,0,4,12.9,67.6,0,84,13.0,3,3,131.4,22,246,65.4,246,6,16,31,2,362,118,1.6,16.5
Ty Morris,173225,LB,RICE,13,388,0,275,1,8.4,40.0,89.9,49.5,19.8,0,1,20.0,85.5,0,15,25.0,2,1,51.3,2,107,27.6,119,5,5,5,0,19,18,0.2,9.5,0,5,4.8,93.8,85.2,13.0,12.2,0,0,0.0,56.3,0,60,5.6,1,0,139.6,15,208,53.6,244,6,12,16,1,262,190,1.3,17.5
Beau Barton,173226,LB,RICE,2,6,0,275,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,,,100.0,,,0,0,,67.9,0,,25.0,1,0,0.0,0,6,100.0,6,0,2,0,0,0,0,0.0,
Aquantis Clemmons,173232,DI,RICE,13,2,0,275,0,,,1.6,,,0,0,,70.1,0,,0.0,0,0,0.0,0,1,50.0,61,1,1,0,0,0,0,0.0,,0,0,,,0.9,,,0,0,,58.6,0,,100.0,2,0,0.0,0,1,50.0,109,0,0,0,0,0,0,0.0,
Cooper King,173244,LB,RICE,3,13,0,275,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,15.4,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,72.9,0,,0.0,0,0,0.0,0,11,84.6,11,3,3,0,0,0,0,0.0,
David Kpeglo,173276,LB,TEMPLE,1,1,0,306,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Jordan Montgomery,173277,LB,TEMPLE,4,12,0,306,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,4,33.3,4,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,100.0,6.0,6.0,0,0,0.0,52.1,0,7,,0,0,95.8,1,7,58.3,7,0,0,1,0,7,7,1.2,7.0
Ben Osueke,173278,CB,TEMPLE,12,316,0,306,0,19.6,35.7,100.0,16.0,5.7,0,3,21.4,57.0,0,77,0.0,0,0,118.5,5,90,28.5,90,0,1,14,2,158,90,2.0,31.6,0,0,18.2,43.5,99.4,16.0,7.0,0,4,17.4,51.5,0,39,35.7,5,3,81.8,10,173,54.7,174,1,9,23,1,160,90,1.0,16.0
Zyil Powell,173279,S,TEMPLE,7,22,0,306,0,4.0,100.0,100.0,8.0,8.0,0,0,0.0,72.4,0,4,0.0,0,0,83.3,1,8,36.4,8,1,1,1,0,4,0,0.5,4.0,0,0,,,100.0,,,0,0,,64.5,0,,,0,0,0.0,0,11,50.0,11,0,0,0,0,0,0,0.0,
Darrell Sweeting,173284,CB,MARSHALL,12,274,0,214,0,16.2,50.0,97.7,11.9,5.9,0,0,0.0,59.0,1,73,25.0,1,0,104.2,7,86,31.4,88,0,3,14,2,170,117,2.0,24.3,0,0,7.4,78.9,99.2,7.9,6.3,0,0,0.0,55.3,0,32,0.0,0,0,127.2,15,125,45.6,126,3,14,19,1,196,113,1.6,13.1
Tyrese Whitaker,173287,ED,TEMPLE,11,20,0,306,0,,,21.6,,,0,0,,61.1,0,,,0,0,0.0,0,11,55.0,51,1,0,0,0,0,0,0.0,,0,0,,,5.8,,,0,0,,69.2,0,,100.0,1,0,0.0,0,4,20.0,69,0,0,0,0,0,0,0.0,
Jair Murphy,173306,CB,USF,4,18,0,327,0,27.0,100.0,100.0,3.0,3.0,0,0,0.0,52.9,0,28,0.0,0,0,118.8,1,3,16.7,3,0,1,1,0,28,1,9.3,28.0,0,0,14.0,50.0,83.3,7.5,3.8,0,0,0.0,74.2,0,20,0.0,0,0,68.8,2,15,83.3,18,1,1,4,0,24,16,1.6,12.0
C.J. Turner,173318,LB,TULSA,5,27,0,320,0,-7.0,0.0,70.0,,7.0,0,0,0.0,71.5,0,,,0,0,39.6,0,7,25.9,10,0,0,1,0,0,0,0.0,,0,1,,,58.3,,,0,0,,65.5,0,,0.0,0,0,0.0,0,14,51.9,24,0,0,0,0,0,0,0.0,
Zane Woodham,173320,S,TULSA,6,24,0,320,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,1,0,0,0,0,0,0,0.0,,0,0,-0.3,100.0,89.5,4.7,4.7,0,0,0.0,65.5,0,10,0.0,0,0,84.7,3,17,70.8,19,1,2,3,0,13,14,0.9,4.3
Chris Bracy,173324,S,MEMPHIS,13,381,0,218,3,11.3,72.2,100.0,7.2,5.2,1,3,16.7,47.5,0,40,18.2,2,3,147.0,13,101,26.5,101,2,6,18,3,195,54,2.1,15.0,0,2,11.7,60.9,99.5,14.6,8.9,2,2,8.7,64.4,1,44,13.0,3,2,100.8,14,215,56.4,216,3,18,23,2,205,55,1.0,14.6
Everett Roussaw Jr.,173344,LB,MEMPHIS,12,273,0,218,0,-2.0,0.0,44.6,,57.0,0,1,100.0,75.8,0,,0.0,0,1,39.6,0,58,21.2,130,1,2,1,0,0,0,0.0,,0,3,7.8,72.7,75.2,19.3,14.0,0,1,9.1,60.6,1,17,7.1,1,1,54.0,8,161,59.0,214,5,10,11,0,77,38,0.5,9.6
Tyler Thomas,173350,ED,S ALABAMA,11,2,0,288,0,,,4.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,23,0,0,0,0,0,0,0.0,,0,1,,,0.9,,,0,0,,69.6,0,,50.0,1,0,0.0,0,1,50.0,113,1,0,0,0,0,0,0.0,
Emmanuel Waller,173352,ED,S ALABAMA,12,1,0,288,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,,0,0,,,1.1,,,0,0,,61.2,0,,0.0,0,0,0.0,0,1,100.0,89,1,1,0,0,0,0,0.0,
Bruno Dall,173356,ED,AKRON,12,95,0,102,0,,,32.1,,,0,1,,74.1,0,,,0,1,0.0,0,18,18.9,56,0,0,0,0,0,0,0.0,,0,1,9.0,66.7,30.2,16.5,11.0,0,1,16.7,65.2,1,26,40.0,4,1,100.7,4,68,71.6,225,6,5,6,1,62,32,0.9,15.5
Terence Thomas,173360,CB,AKRON,8,71,0,102,0,11.3,66.7,100.0,8.0,5.3,0,1,33.3,80.5,0,4,0.0,0,0,70.1,2,16,22.5,16,2,2,3,0,5,1,0.3,2.5,0,0,11.6,54.5,100.0,7.5,4.1,0,2,18.2,62.8,0,28,20.0,1,2,70.3,6,47,66.2,47,1,4,11,0,60,30,1.3,10.0
David Afogho,173363,ED,BOWL GREEN,12,17,0,122,0,,,6.7,,,0,0,,61.6,0,,,0,0,0.0,0,4,23.5,60,1,0,0,0,0,0,0.0,,0,0,,,5.4,,,0,0,,56.5,0,,50.0,3,0,0.0,0,9,52.9,167,2,3,0,0,0,0,0.0,
Jabari Mitchell,173373,LB,BOWL GREEN,2,8,0,122,0,,,100.0,,,0,0,,62.2,0,,0.0,0,0,0.0,0,2,25.0,2,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,5,62.5,5,0,0,0,0,0,0,0.0,
Dayln White,173378,DI,BOWL GREEN,8,1,0,122,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,30,0,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,59.4,0,,,0,0,0.0,0,1,100.0,45,0,0,0,0,0,0,0.0,
Amare Ferrell,173381,S,INDIANA,16,530,0,190,0,1.0,50.0,100.0,38.0,19.0,0,0,0.0,64.6,0,3,100.0,1,0,56.3,1,40,7.5,40,0,0,2,0,3,5,0.1,3.0,0,5,13.6,58.3,100.0,26.4,15.4,2,4,16.7,72.7,2,59,20.0,5,4,86.6,14,378,71.3,378,8,15,24,2,247,80,0.7,17.6
Jeff Utzinger,173390,LB,INDIANA,5,22,0,190,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,1,11.8,75.0,81.8,6.0,4.5,0,0,0.0,44.1,0,21,0.0,0,0,106.3,3,18,81.8,22,1,2,4,0,40,16,2.2,13.3
Donovan Dyson,173395,LB,UMASS,7,41,0,216,0,3.0,0.0,63.6,,7.0,0,1,100.0,54.6,0,,0.0,0,0,39.6,0,7,17.1,11,1,1,1,0,0,0,0.0,,0,0,4.0,100.0,80.6,13.5,13.5,0,0,0.0,48.6,0,19,50.0,1,0,158.3,2,29,70.7,36,0,1,2,1,26,18,1.0,13.0
Kerry Brown,173399,S,MINNESOTA,13,354,0,225,1,12.3,66.7,95.2,13.0,8.7,0,2,13.3,67.0,1,18,11.1,1,1,79.6,10,139,39.3,146,3,7,15,1,99,23,0.8,9.9,0,0,10.5,78.9,95.9,11.9,9.4,0,3,15.8,53.1,1,40,11.1,2,2,108.1,15,185,52.3,193,4,16,19,1,209,56,1.2,13.9
Za'Quan Bryan,173400,CB,MINNESOTA,10,248,0,225,0,17.5,42.1,100.0,10.6,4.5,0,4,21.1,57.3,0,44,0.0,0,2,81.5,8,96,38.7,96,0,6,19,1,122,15,1.4,15.3,0,5,12.6,85.7,98.4,10.3,8.8,0,0,0.0,57.6,0,51,15.0,3,0,136.3,12,127,51.2,129,2,12,14,1,154,31,1.3,12.8
Matt Kingsbury,173407,LB,MINNESOTA,12,84,0,225,0,12.0,50.0,50.0,26.0,13.0,1,0,0.0,44.5,0,2,,0,0,95.8,1,30,35.7,60,0,0,2,1,2,1,0.1,2.0,0,2,2.8,100.0,71.7,7.0,7.0,0,0,0.0,40.2,0,23,57.1,4,0,103.5,6,43,51.2,60,3,1,6,0,53,36,1.3,8.8
Karter Menz,173412,ED,MINNESOTA,13,34,0,225,0,,,8.9,,,0,0,,63.8,0,,0.0,0,0,0.0,0,9,26.5,101,4,2,0,0,0,0,0.0,,0,0,2.2,100.0,18.5,3.7,3.7,0,0,0.0,37.8,0,15,40.0,2,0,97.9,6,23,67.6,124,3,3,6,0,45,32,2.0,7.5
Garrison Monroe,173414,S,MINNESOTA,4,31,0,225,0,17.0,0.0,88.9,,6.0,0,1,100.0,75.6,0,,,0,1,39.6,0,8,25.8,9,0,0,1,0,0,0,0.0,,0,0,23.0,0.0,89.5,,17.0,0,0,0.0,63.5,0,,0.0,0,0,39.6,0,17,54.8,19,1,1,1,0,0,0,0.0,
Martin Owusu,173416,DI,FRESNO ST,9,1,0,169,0,,,0.0,,,0,0,,63.6,0,,0.0,0,0,0.0,0,0,0.0,58,0,1,0,0,0,0,,,0,0,,,1.3,,,0,0,,59.4,0,,,0,0,0.0,0,1,100.0,80,0,0,0,0,0,0,0.0,
Koron Hayward,173436,ED,W KENTUCKY,11,67,0,346,0,,,22.0,,,0,0,,91.0,1,,66.7,2,0,0.0,0,18,26.9,82,3,1,0,0,0,0,0.0,,0,0,3.1,57.1,44.4,9.3,5.3,0,0,0.0,35.7,0,33,50.0,2,0,87.2,4,40,59.7,90,0,2,7,0,63,51,1.7,15.8
Joshua Mensah,173444,LB,W KENTUCKY,1,1,0,346,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Nazir Ward,173447,CB,W KENTUCKY,13,444,0,346,1,10.8,42.1,99.4,18.6,7.8,0,6,31.6,70.5,1,34,14.3,1,4,49.5,8,162,36.5,163,3,5,19,1,76,26,0.5,9.5,0,6,10.7,82.6,99.6,11.9,9.8,1,1,4.3,62.6,0,36,26.9,7,1,106.2,19,241,54.3,242,3,13,23,0,218,63,1.0,11.5
A'Marion McCoy,173448,CB,BOISE ST,10,250,0,120,0,7.5,60.0,100.0,15.3,9.2,0,1,10.0,82.4,2,14,40.0,2,1,32.5,6,104,41.6,104,1,3,10,0,48,38,0.5,8.0,0,0,12.5,40.0,100.0,20.3,8.1,0,1,6.7,78.0,2,37,50.0,3,1,26.4,6,124,49.6,124,1,3,15,0,110,47,0.9,18.3
Max Stege,173456,ED,BOISE ST,14,9,0,120,0,,,2.8,,,0,0,,67.3,0,,0.0,0,0,0.0,0,4,44.4,144,1,1,0,0,0,0,0.0,,0,0,,,3.6,,,0,0,,62.7,0,,33.3,1,0,0.0,0,5,55.6,140,2,2,0,0,0,0,0.0,
Jett Vincent,173468,LB,COLO STATE,8,19,0,144,0,,,43.8,,,0,0,,64.2,0,,,0,0,0.0,0,7,36.8,16,0,0,0,0,0,0,0.0,,0,0,,,85.7,,,0,0,,61.8,0,,,0,0,0.0,0,6,31.6,7,0,0,0,0,0,0,0.0,
Dylan Phelps,173470,S,COLO STATE,9,133,0,144,0,5.8,40.0,69.3,28.5,11.4,0,1,20.0,67.0,0,24,0.0,0,1,62.9,2,61,45.9,88,1,2,5,0,33,26,0.6,16.5,0,0,0.5,100.0,100.0,16.5,16.5,0,0,0.0,68.4,0,13,0.0,0,0,95.8,2,35,26.3,35,0,1,2,0,14,13,0.4,7.0
Drew Rodriguez,173485,LB,COLO STATE,5,10,0,144,0,13.0,0.0,44.4,,4.0,0,1,100.0,70.6,0,,,0,1,39.6,0,4,40.0,9,0,0,1,0,0,0,0.0,,0,0,-4.0,100.0,100.0,3.0,3.0,0,0,0.0,61.3,0,5,,0,0,87.5,1,3,30.0,3,0,0,1,0,5,9,1.7,5.0
Buom Jock,173486,LB,CAL,1,1,0,130,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Kenyon Agurs,173489,ED,COLO STATE,12,21,0,144,1,,,13.2,,,0,0,,55.7,0,,0.0,0,0,0.0,0,15,71.4,114,0,0,0,0,0,0,0.0,,0,0,,,2.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.8,45,0,0,0,0,0,0,0.0,
Jaden Carrillo,173504,S,FRESNO ST,3,9,0,169,0,-0.5,50.0,100.0,2.0,1.0,0,0,0.0,50.7,0,18,100.0,1,0,81.3,1,2,22.2,2,0,0,2,0,18,14,9.0,18.0,0,0,6.5,100.0,100.0,3.5,3.5,0,0,0.0,36.2,0,28,0.0,0,0,118.8,2,7,77.8,7,0,3,2,0,36,23,5.1,18.0
Camryn Bracha,173509,S,FRESNO ST,13,290,0,169,0,9.2,36.4,87.8,23.5,8.5,0,4,36.4,73.5,1,36,20.0,1,4,61.0,4,101,34.8,115,0,4,11,2,71,49,0.8,17.8,0,5,12.1,64.3,99.4,17.9,11.5,0,1,7.1,71.0,1,29,13.3,2,1,80.4,9,174,60.0,175,6,8,14,1,103,6,0.6,11.4
RL Miller,173510,S,FRESNO ST,5,35,0,169,0,2.5,100.0,87.5,5.5,5.5,0,0,0.0,65.8,0,4,33.3,1,0,79.2,2,14,40.0,16,1,2,2,0,6,1,0.5,3.0,0,0,7.0,0.0,100.0,,9.5,0,1,50.0,71.8,0,,,0,0,39.6,0,19,54.3,19,0,0,2,0,0,0,0.0,
Justin Johnson,173513,LB,FRESNO ST,4,14,0,169,0,,,83.3,,,0,0,,62.1,0,,,0,0,0.0,0,5,35.7,6,0,0,0,0,0,0,0.0,,0,0,2.5,50.0,90.0,9.0,4.5,0,0,0.0,64.8,0,7,0.0,0,0,58.3,1,9,64.3,10,0,1,2,0,7,3,0.8,7.0
A.J. Harris,173534,CB,PENN STATE,11,247,0,266,0,10.7,90.9,97.4,6.9,6.3,0,0,0.0,44.7,0,29,0.0,0,0,158.3,10,76,30.8,78,1,7,11,2,151,53,2.2,15.1,0,1,6.8,91.7,99.2,10.7,9.8,1,0,0.0,62.8,0,33,23.1,3,0,109.7,11,119,48.2,120,0,9,12,0,124,63,1.1,11.3
Justyn Rhett,173535,S,NEBRASKA,8,47,0,238,0,12.0,0.0,91.7,,10.0,0,0,0.0,64.5,0,,0.0,0,0,39.6,0,11,23.4,12,1,1,1,0,0,0,0.0,,0,1,19.0,100.0,100.0,8.3,8.3,0,0,0.0,33.4,0,45,0.0,0,0,158.3,4,34,72.3,34,0,2,4,1,96,22,2.9,24.0
Joenel Aguero,173536,S,GEORGIA,12,307,0,173,0,4.8,62.5,92.6,16.2,10.1,0,1,12.5,68.6,1,15,20.0,1,1,38.5,5,87,28.3,94,0,4,8,0,46,31,0.6,9.2,0,2,2.6,71.9,92.9,8.1,5.8,0,2,6.3,61.1,0,24,17.6,3,0,87.2,23,196,63.8,211,3,12,32,0,194,165,1.0,8.4
CJ Allen,173539,LB,GEORGIA,13,255,0,173,0,3.0,71.4,67.3,13.0,9.3,0,0,0.0,68.3,0,12,0.0,0,0,84.2,5,70,27.5,104,3,7,7,0,38,33,0.6,7.6,0,5,4.7,69.4,76.0,6.3,4.4,1,2,5.6,40.3,0,40,17.9,5,2,110.8,25,165,64.7,217,9,18,36,2,279,205,1.8,11.2
Raylen Wilson,173541,LB,GEORGIA,14,228,0,173,0,-0.8,40.0,67.0,28.5,11.4,0,0,0.0,65.8,0,1,0.0,0,0,47.9,2,61,26.8,91,7,4,5,0,1,3,0.0,0.5,0,7,4.6,73.7,72.6,10.5,7.7,0,1,5.3,66.1,0,19,0.0,0,1,85.6,14,151,66.2,208,5,12,19,0,101,84,0.7,7.2
Damon Wilson II,173543,ED,MISSOURI,13,6,0,229,0,,,0.0,,,0,0,,60.0,1,,100.0,1,0,0.0,0,0,0.0,96,2,0,0,0,0,0,,,0,0,-7.0,100.0,2.4,5.0,5.0,0,0,0.0,62.5,0,-7,66.7,2,0,79.2,1,5,83.3,207,5,1,1,0,-7,0,-1.4,-7.0
Sam M'Pemba,173546,ED,TEXAS A&M,4,2,0,312,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,12,1,0,0,0,0,0,0.0,
Gabe Harris Jr.,173547,ED,GEORGIA,13,9,0,173,0,,,5.7,,,0,0,,62.2,0,,0.0,0,0,0.0,0,5,55.6,87,1,1,0,0,0,0,0.0,,0,2,,,2.5,,,0,0,,60.0,0,,40.0,2,0,0.0,0,4,44.4,162,1,1,0,0,0,0,0.0,
Caleb Clark-Glover,173555,S,MARSHALL,12,160,0,214,0,-0.2,80.0,78.0,9.3,7.4,0,1,20.0,65.4,0,47,20.0,1,1,151.3,4,39,24.4,50,3,4,5,2,54,62,1.5,13.5,0,1,16.4,42.9,96.1,23.0,9.9,0,1,14.3,63.8,0,80,14.3,1,1,129.5,3,73,45.6,76,1,5,7,1,111,50,1.6,37.0
Jaden Yates,173560,LB,OLE MISS,14,179,0,226,1,,,54.1,,,0,0,,66.3,0,,0.0,0,0,0.0,0,20,11.2,37,0,1,0,0,0,0,0.0,,0,6,3.2,75.0,93.1,13.4,10.1,0,0,0.0,63.8,0,29,6.7,1,0,122.9,9,134,74.9,144,2,8,12,1,88,55,0.7,9.8
Kshawn Cox Jr.,173607,CB,DELAWARE,11,362,0,151,0,10.2,64.3,98.8,8.2,5.3,0,0,0.0,46.2,0,46,0.0,0,0,147.3,9,85,23.5,86,1,6,14,2,180,104,2.4,20.0,0,1,6.4,68.0,99.5,10.1,6.9,0,1,4.0,70.0,0,12,11.1,2,1,75.3,17,181,50.0,182,3,15,25,0,99,39,0.6,5.8
Anthony Crenshaw Jr.,173608,LB,DELAWARE,6,66,0,151,0,,,38.9,,,0,0,,62.2,0,,,0,0,0.0,0,7,10.6,18,0,0,0,0,0,0,0.0,,0,2,5.0,57.1,90.7,9.5,5.4,0,1,14.3,61.0,0,19,20.0,1,1,72.3,4,39,59.1,43,0,2,7,0,38,21,1.0,9.5
Nyair Domnie,173609,CB,DELAWARE,4,53,0,151,0,29.0,100.0,100.0,12.0,12.0,0,0,0.0,43.5,0,71,100.0,1,0,158.3,1,12,22.6,12,0,0,1,1,71,42,5.9,71.0,0,0,12.5,0.0,100.0,,12.5,0,0,0.0,46.8,0,,,0,0,39.6,0,26,49.1,26,0,0,2,0,0,0,0.0,
Hass Manning Jr.,173614,S,DELAWARE,11,136,0,151,0,9.8,80.0,96.6,6.5,5.2,0,0,0.0,50.4,0,33,33.3,1,0,107.5,4,28,20.6,29,1,2,5,0,49,14,1.9,12.3,0,1,13.2,58.3,98.6,10.0,5.8,0,3,25.0,72.8,0,23,0.0,0,3,81.9,7,73,53.7,74,2,4,12,0,90,5,1.3,12.9
Gavin Moul,173618,LB,DELAWARE,13,400,0,151,1,2.0,100.0,44.8,15.3,15.3,0,0,0.0,53.9,0,19,45.5,5,0,118.8,3,52,13.0,116,4,5,3,0,42,36,0.9,14.0,0,4,5.0,65.0,90.6,17.6,11.5,0,2,10.0,54.6,0,21,16.7,5,2,99.4,13,240,60.0,265,7,21,20,1,127,84,0.6,9.8
KT Seay,173621,S,DELAWARE,13,513,0,151,0,5.5,75.0,99.1,11.0,8.3,0,0,0.0,67.9,1,15,0.0,0,0,80.9,9,115,22.4,116,4,14,12,1,67,32,0.7,7.4,0,6,12.4,55.6,100.0,25.6,14.2,0,2,11.1,76.3,1,31,6.9,2,2,75.0,10,268,52.2,268,5,21,18,1,135,47,0.5,13.5
James Yelbert Jr.,173627,ED,DELAWARE,13,1,0,151,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,44,0,0,0,0,0,0,,,0,0,,,1.0,,,0,0,,60.0,0,,100.0,2,0,0.0,0,1,100.0,104,3,0,0,0,0,0,0.0,
John Curry,173634,CB,TEXAS TECH,14,416,0,315,0,2.8,60.0,86.1,21.3,12.8,0,0,0.0,67.3,0,12,33.3,1,0,67.9,3,68,16.3,79,1,2,5,0,19,15,0.3,6.3,0,7,2.6,72.4,87.1,10.4,7.6,0,1,3.4,81.8,0,22,9.7,3,1,82.7,21,230,55.3,264,10,21,29,0,141,109,0.6,6.7
Chapman Lewis,173640,S,TEXAS TECH,2,2,0,315,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,24.0,0.0,100.0,,1.0,0,0,0.0,60.0,0,,,0,0,39.6,0,1,50.0,1,0,0,1,0,0,0,0.0,
Marcus Ramon-Edwards,173644,CB,TEXAS TECH,3,2,0,315,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Jordan Sanford,173646,S,CAL,8,63,0,130,0,,,89.5,,,0,0,,65.3,0,,,0,0,0.0,0,17,27.0,19,0,0,0,0,0,0,0.0,,0,0,5.8,100.0,100.0,9.5,9.5,0,0,0.0,56.7,0,12,0.0,0,0,96.9,4,40,63.5,40,2,4,4,0,29,6,0.8,7.3
Dylan Spencer,173649,ED,TEXAS TECH,3,4,0,315,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,6.0,100.0,27.3,3.0,3.0,0,0,0.0,60.7,0,6,,0,0,91.7,1,3,75.0,11,0,0,1,0,6,0,2.0,6.0
